coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 15.16, 'lat': -26.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.15, 'pressure': 1014, 'humidity': 53, 'temp_min': 297.15, 'temp_max': 297.15}",,"{'speed': 6.7, 'deg': 210}",{'all': 0},1572095306.0,"{'type': 1, 'id': 2260, 'country': 'NA', 'sunrise': 1572063254, 'sunset': 1572109935}",7200.0,3355672.0,Luderitz,200,,,
"{'lon': 112.22, 'lat': -8.13}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 296.05, 'pressure': 1010, 'humidity': 86, 'temp_min': 296.05, 'temp_max': 296.05, 'sea_level': 1010, 'grnd_level': 991}",,"{'speed': 3.12, 'deg': 211}",{'all': 74},1572095307.0,"{'country': 'ID', 'sunrise': 1572041070, 'sunset': 1572085534}",25200.0,1641497.0,Kanigoro,200,,,
"{'lon': -58.16, 'lat': 6.8}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.06, 'pressure': 1013, 'humidity': 74, 'temp_min': 301.15, 'temp_max': 303.15}",10000.0,"{'speed': 3.1, 'deg': 10}",{'all': 75},1572095308.0,"{'type': 1, 'id': 8776, 'country': 'GY', 'sunrise': 1572082745, 'sunset': 1572125635}",-14400.0,3378644.0,Georgetown,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -90.35, 'lat': -0.74}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 293.72, 'pressure': 1013, 'humidity': 77, 'temp_min': 293.15, 'temp_max': 294.15}",10000.0,"{'speed': 5.1, 'deg': 130}",{'all': 90},1572095308.0,"{'type': 1, 'id': 8521, 'country': 'EC', 'sunrise': 1572090072, 'sunset': 1572133758}",-21600.0,3652764.0,Puerto Ayora,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -28.7, 'lat': 38.52}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 293.15, 'pressure': 1002, 'humidity': 77, 'temp_min': 293.15, 'temp_max': 293.15}",10000.0,"{'speed': 7.7, 'deg': 40}",{'all': 75},1572095308.0,"{'type': 1, 'id': 6883, 'country': 'PT', 'sunrise': 1572077668, 'sunset': 1572116572}",0.0,3372707.0,Ribeira Grande,200,,,
"{'lon': -42.02, 'lat': -22.97}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,"{'temp': 299.18, 'pressure': 1017, 'humidity': 83, 'temp_min': 298.15, 'temp_max': 300.15}",10000.0,"{'speed': 3.6, 'deg': 110}",{'all': 90},1572095308.0,"{'type': 1, 'id': 8326, 'country': 'BR', 'sunrise': 1572077213, 'sunset': 1572123421}",-10800.0,3471451.0,Arraial do Cabo,200,,,
"{'lon': 113.15, 'lat': 40.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 277.22, 'pressure': 1019, 'humidity': 35, 'temp_min': 277.22, 'temp_max': 277.22, 'sea_level': 1019, 'grnd_level': 864}",,"{'speed': 3.71, 'deg': 275}",{'all': 9},1572095308.0,"{'country': 'CN', 'sunrise': 1572043761, 'sunset': 1572082396}",28800.0,2037391.0,Fengzhen,200,,,
"{'lon': -0.29, 'lat': 27.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.15, 'pressure': 1020, 'humidity': 22, 'temp_min': 300.15, 'temp_max': 300.15}",10000.0,"{'speed': 5.1, 'deg': 30}",{'all': 3},1572095309.0,"{'type': 1, 'id': 1098, 'country': 'DZ', 'sunrise': 1572070065, 'sunset': 1572110540}",3600.0,2508813.0,Adrar,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -86.92, 'lat': 14.68}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 290.52, 'pressure': 1012, 'humidity': 95, 'temp_min': 290.52, 'temp_max': 290.52, 'sea_level': 1012, 'grnd_level': 909}",,"{'speed': 0.78, 'deg': 121}",{'all': 40},1572095309.0,"{'country': 'HN', 'sunrise': 1572090075, 'sunset': 1572132109}",-21600.0,3609418.0,San Cristobal,200,,,
"{'lon': -133.03, 'lat': 69.44}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 265.07, 'pressure': 1026, 'humidity': 94, 'temp_min': 265.07, 'temp_max': 265.07, 'sea_level': 1026, 'grnd_level': 1025}",,"{'speed': 3.53, 'deg': 287}",{'all': 98},1572095309.0,"{'country': 'CA', 'sunrise': 1572108520, 'sunset': 1572135795}",-21600.0,6170031.0,Tuktoyaktuk,200,,,
"{'lon': -94.76, 'lat': 39.95}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 272.52, 'pressure': 1015, 'humidity': 79, 'temp_min': 270.37, 'temp_max': 274.26}",16093.0,"{'speed': 2.6, 'deg': 350}",{'all': 1},1572095309.0,"{'type': 1, 'id': 4042, 'country': 'US', 'sunrise': 1572093657, 'sunset': 1572132290}",-18000.0,4407665.0,Kodiak,200,,,
"{'lon': 1.45, 'lat': 52.47}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 289.19, 'pressure': 1003, 'humidity': 82, 'temp_min': 288.15, 'temp_max': 289.82}",10000.0,"{'speed': 5.7, 'deg': 220}",{'all': 75},1572095309.0,"{'type': 1, 'id': 1467, 'country': 'GB', 'sunrise': 1572071908, 'sunset': 1572107862}",3600.0,2656067.0,Broome,200,,,
"{'lon': 23.37, 'lat': -34.05}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 288.47, 'pressure': 1012, 'humidity': 78, 'temp_min': 288.47, 'temp_max': 288.47, 'sea_level': 1012, 'grnd_level': 998}",,"{'speed': 2.5, 'deg': 148}",{'all': 52},1572095309.0,"{'country': 'ZA', 'sunrise': 1572060738, 'sunset': 1572108510}",7200.0,964712.0,Plettenberg Bay,200,,,
"{'lon': 73.08, 'lat': -0.6}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 300.92, 'pressure': 1008, 'humidity': 79, 'temp_min': 300.92, 'temp_max': 300.92, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 5.54, 'deg': 131}",{'all': 28},1572095309.0,"{'country': 'MV', 'sunrise': 1572050859, 'sunset': 1572094530}",18000.0,1282256.0,Hithadhoo,200,,{'3h': 1.56},
"{'lon': -80.02, 'lat': 0.61}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 297.15, 'pressure': 1012, 'humidity': 94, 'temp_min': 297.15, 'temp_max': 297.15}",10000.0,"{'speed': 3.6, 'deg': 190}",{'all': 75},1572095310.0,"{'type': 1, 'id': 8550, 'country': 'EC', 'sunrise': 1572087664, 'sunset': 1572131208}",-18000.0,3653967.0,Muisne,200,,,
"{'lon': -68.31, 'lat': -54.81}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 279.15, 'pressure': 989, 'humidity': 81, 'temp_min': 279.15, 'temp_max': 279.15}",10000.0,"{'speed': 0.4, 'deg': 249}",{'all': 90},1572095310.0,"{'type': 1, 'id': 8303, 'country': 'AR', 'sunrise': 1572080289, 'sunset': 1572132963}",-10800.0,3833367.0,Ushuaia,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -127.42, 'lat': 50.7}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 280.15, 'pressure': 1031, 'humidity': 87, 'temp_min': 280.15, 'temp_max': 280.15}",24140.0,"{'speed': 2.1, 'deg': 240}",{'all': 20},1572095310.0,"{'type': 1, 'id': 1011, 'country': 'CA', 'sunrise': 1572102637, 'sunset': 1572138985}",-25200.0,6111862.0,Port Hardy,200,,,
"{'lon': 109.3, 'lat': 13.08}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 300.46, 'pressure': 1012, 'humidity': 80, 'temp_min': 300.46, 'temp_max': 300.46, 'sea_level': 1012, 'grnd_level': 1010}",,"{'speed': 4.07, 'deg': 32}",{'all': 36},1572095310.0,"{'country': 'VN', 'sunrise': 1572042886, 'sunset': 1572085119}",25200.0,1563281.0,Tuy Hoa,200,,{'3h': 2.75},
"{'lon': 150.8, 'lat': -2.57}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 301.78, 'pressure': 1010, 'humidity': 70, 'temp_min': 301.78, 'temp_max': 301.78, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 1.03, 'deg': 154}",{'all': 100},1572095310.0,"{'country': 'PG', 'sunrise': 1572032106, 'sunset': 1572075981}",36000.0,2094342.0,Kavieng,200,,{'3h': 0.81},
"{'lon': 129, 'lat': -3.31}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 302.04, 'pressure': 1010, 'humidity': 86, 'temp_min': 302.04, 'temp_max': 302.04}",,"{'speed': 2.8, 'deg': 134}",{'all': 19},1572095310.0,"{'type': 3, 'id': 2011674, 'country': 'ID', 'sunrise': 1572037298, 'sunset': 1572081251}",32400.0,1651591.0,Amahai,200,,{'3h': 0.38},
"{'lon': 57.7, 'lat': -20.41}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.68, 'pressure': 1014, 'humidity': 69, 'temp_min': 299.26, 'temp_max': 300.15}",10000.0,"{'speed': 4.6, 'deg': 190}",{'all': 40},1572095310.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1572053452, 'sunset': 1572099320}",14400.0,934322.0,Mahebourg,200,,,
"{'lon': -70.91, 'lat': -53.16}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,"{'temp': 278.94, 'pressure': 988, 'humidity': 87, 'temp_min': 278.71, 'temp_max': 279.15}",10000.0,"{'speed': 4.6, 'deg': 60}",{'all': 90},1572095311.0,"{'type': 1, 'id': 8487, 'country': 'CL', 'sunrise': 1572081194, 'sunset': 1572133306}",-10800.0,3874787.0,Punta Arenas,200,,,
"{'lon': 50.81, 'lat': 9.49}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",model,"{'temp': 299.97, 'pressure': 1008, 'humidity': 65, 'temp_min': 299.97, 'temp_max': 299.97, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 1.15, 'deg': 111}",{'all': 17},1572095311.0,"{'country': 'SO', 'sunrise': 1572056733, 'sunset': 1572099345}",10800.0,64814.0,Bandarbeyla,200,,,
"{'lon': 168.86, 'lat': -46.19}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 290.93, 'pressure': 997, 'humidity': 55, 'temp_min': 290.93, 'temp_max': 290.93}",,"{'speed': 4.47, 'deg': 344, 'gust': 8.49}",{'all': 100},1572095311.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1572110986, 'sunset': 1572161220}",46800.0,6201424.0,Mataura,200,,,
"{'lon': 156.12, 'lat': 50.68}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 274.16, 'pressure': 1027, 'humidity': 88, 'temp_min': 274.16, 'temp_max': 274.16, 'sea_level': 1027, 'grnd_level': 988}",,"{'speed': 4.16, 'deg': 127}",{'all': 100},1572095311.0,"{'country': 'RU', 'sunrise': 1572121007, 'sunset': 1572157314}",39600.0,2121385.0,Severo-Kurilsk,200,,,
"{'lon': 57.76, 'lat': -20.34}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.7, 'pressure': 1014, 'humidity': 69, 'temp_min': 299.26, 'temp_max': 300.15}",10000.0,"{'speed': 4.6, 'deg': 190}",{'all': 40},1572095311.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1572053441, 'sunset': 1572099301}",14400.0,1106677.0,Bambous Virieux,200,,,
"{'lon': 80.55, 'lat': 73.51}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 262.91, 'pressure': 993, 'humidity': 92, 'temp_min': 262.91, 'temp_max': 262.91, 'sea_level': 993, 'grnd_level': 992}",,"{'speed': 2.44, 'deg': 148}",{'all': 98},1572095311.0,"{'country': 'RU', 'sunrise': 1572059624, 'sunset': 1572082180}",25200.0,1507390.0,Dikson,200,,,{'3h': 0.13}
"{'lon': -126.83, 'lat': 65.28}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 267.15, 'pressure': 1031, 'humidity': 92, 'temp_min': 267.15, 'temp_max': 267.15}",32186.0,"{'speed': 1, 'deg': 100}",{'all': 75},1572095311.0,"{'type': 1, 'id': 951, 'country': 'CA', 'sunrise': 1572105404, 'sunset': 1572135935}",-21600.0,6089245.0,Norman Wells,200,,,
"{'lon': 38.73, 'lat': 8.96}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.15, 'pressure': 1023, 'humidity': 31, 'temp_min': 296.15, 'temp_max': 296.15}",,"{'speed': 6.2, 'deg': 170}",{'all': 20},1572095311.0,"{'type': 1, 'id': 2453, 'country': 'ET', 'sunrise': 1572059604, 'sunset': 1572102272}",10800.0,344979.0,Lebu,200,,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -71.14, 'lat': 21.46}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 300.91, 'pressure': 1015, 'humidity': 78, 'temp_min': 300.91, 'temp_max': 300.91, 'sea_level': 1015, 'grnd_level': 1015}",,"{'speed': 7.85, 'deg': 95}",{'all': 51},1572095312.0,"{'country': 'TC', 'sunrise': 1572086676, 'sunset': 1572127934}",-14400.0,3576994.0,Cockburn Town,200,,,
"{'lon': 27.91, 'lat': -33.02}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 296.15, 'pressure': 1014, 'humidity': 64, 'temp_min': 296.15, 'temp_max': 296.15}",10000.0,"{'speed': 7.2, 'deg': 190}",{'all': 20},1572095312.0,"{'type': 1, 'id': 1912, 'country': 'ZA', 'sunrise': 1572059731, 'sunset': 1572107338}",7200.0,1006984.0,East London,200,,,
"{'lon': 172.79, 'lat': 3.07}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 302.63, 'pressure': 1008, 'humidity': 68, 'temp_min': 302.63, 'temp_max': 302.63, 'sea_level': 1008, 'grnd_level': 1008}",,"{'speed': 4.83, 'deg': 178}",{'all': 100},1572095312.0,"{'country': 'KI', 'sunrise': 1572113519, 'sunset': 1572156801}",43200.0,2110227.0,Butaritari,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': 54.1, 'lat': 17.01}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.15, 'pressure': 1009, 'humidity': 66, 'temp_min': 303.15, 'temp_max': 303.15}",10000.0,"{'speed': 3.6, 'deg': 190}",{'all': 71},1572095313.0,"{'type': 1, 'id': 7562, 'country': 'OM', 'sunrise': 1572056353, 'sunset': 1572098146}",14400.0,286621.0,Salalah,200,,,
"{'lon': -133.71, 'lat': 68.36}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 263.15, 'pressure': 1028, 'humidity': 92, 'temp_min': 263.15, 'temp_max': 263.15}",24140.0,{'speed': 1},{'all': 75},1572095313.0,"{'type': 1, 'id': 796, 'country': 'CA', 'sunrise': 1572108194, 'sunset': 1572136448}",-21600.0,5983607.0,Inuvik,200,,,
"{'lon': 122.67, 'lat': 11}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 298.1, 'pressure': 1009, 'humidity': 85, 'temp_min': 298.1, 'temp_max': 298.1, 'sea_level': 1009, 'grnd_level': 994}",,"{'speed': 4.45, 'deg': 345}",{'all': 86},1572095313.0,"{'country': 'PH', 'sunrise': 1572039565, 'sunset': 1572082022}",28800.0,1714733.0,Dingle,200,,,
"{'lon': 147.06, 'lat': -42.78}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 281.24, 'pressure': 1002, 'humidity': 61, 'temp_min': 280.93, 'temp_max': 281.48}",10000.0,"{'speed': 3.6, 'deg': 300}",{'all': 75},1572095313.0,"{'type': 1, 'id': 9545, 'country': 'AU', 'sunrise': 1572116599, 'sunset': 1572166071}",39600.0,2155415.0,New Norfolk,200,,,
"{'lon': -73.48, 'lat': 45.36}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 277.93, 'pressure': 1025, 'humidity': 93, 'temp_min': 275.37, 'temp_max': 279.26}",16093.0,"{'speed': 2.1, 'deg': 288}",{'all': 75},1572095313.0,"{'type': 1, 'id': 4146, 'country': 'CA', 'sunrise': 1572089060, 'sunset': 1572126673}",-14400.0,6138908.0,Saint-Philippe,200,,,
"{'lon': -92.84, 'lat': 49.79}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 281.15, 'pressure': 1000, 'humidity': 75, 'temp_min': 281.15, 'temp_max': 281.15}",14484.0,"{'speed': 8.2, 'deg': 190, 'gust': 12.9}",{'all': 75},1572095313.0,"{'type': 1, 'id': 816, 'country': 'CA', 'sunrise': 1572094213, 'sunset': 1572130812}",-18000.0,5942913.0,Dryden,200,,,
"{'lon': 134.26, 'lat': 7.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.15, 'pressure': 1009, 'humidity': 88, 'temp_min': 299.15, 'temp_max': 299.15}",22530.0,"{'speed': 3.6, 'deg': 190}",{'all': 75},1572095313.0,"{'type': 1, 'id': 7901, 'country': 'PW', 'sunrise': 1572036575, 'sunset': 1572079450}",32400.0,7671223.0,Kloulklubed,200,,,
"{'lon': -135.9, 'lat': 63.59}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 259.15, 'pressure': 1034, 'humidity': 84, 'temp_min': 259.15, 'temp_max': 259.15}",16093.0,"{'speed': 0.47, 'deg': 187}",{'all': 75},1572095314.0,"{'type': 1, 'id': 858, 'country': 'CA', 'sunrise': 1572107085, 'sunset': 1572138608}",-25200.0,6068416.0,Mayo,200,,,
"{'lon': -27.07, 'lat': 38.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 292.15, 'pressure': 1003, 'humidity': 93, 'temp_min': 292.15, 'temp_max': 292.15}",10000.0,"{'speed': 6.83, 'deg': 44}",{'all': 75},1572095314.0,"{'type': 1, 'id': 6895, 'country': 'PT', 'sunrise': 1572077294, 'sunset': 1572116163}",0.0,3372760.0,Praia da Vitoria,200,,,
"{'lon': 46.62, 'lat': 56.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 283.15, 'pressure': 1010, 'humidity': 76, 'temp_min': 283.15, 'temp_max': 283.15}",10000.0,"{'speed': 10, 'deg': 250}",{'all': 75},1572095314.0,"{'type': 1, 'id': 9042, 'country': 'RU', 'sunrise': 1572061623, 'sunset': 1572096467}",10800.0,543018.0,Mishkino,200,,,
"{'lon': 36.2, 'lat': 36.95}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 301.54, 'pressure': 1012, 'humidity': 34, 'temp_min': 300.37, 'temp_max': 303.15}",10000.0,{'speed': 1},{'all': 40},1572095314.0,"{'type': 1, 'id': 7008, 'country': 'TR', 'sunrise': 1572061954, 'sunset': 1572101137}",10800.0,296852.0,Erzin,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -159.78, 'lat': -21.21}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.15, 'pressure': 1010, 'humidity': 94, 'temp_min': 298.15, 'temp_max': 298.15}",10000.0,"{'speed': 3.1, 'deg': 330}",{'all': 100},1572095314.0,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1572105574, 'sunset': 1572151581}",-36000.0,4035715.0,Avarua,200,,,
,,,,,,,,,,,,404,city not found,,
"{'lon': -71.61, 'lat': -33.58}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 285.57, 'pressure': 1016, 'humidity': 87, 'temp_min': 285.15, 'temp_max': 286.15}",4000.0,"{'speed': 1.5, 'deg': 350}",{'all': 90},1572095315.0,"{'type': 1, 'id': 8511, 'country': 'CL', 'sunrise': 1572083554, 'sunset': 1572131282}",-10800.0,3872395.0,San Antonio,200,,,
"{'lon': 25.97, 'lat': 70.98}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 273.38, 'pressure': 1004, 'humidity': 66, 'temp_min': 273.38, 'temp_max': 273.38, 'sea_level': 1004, 'grnd_level': 1002}",,"{'speed': 5.47, 'deg': 54}",{'all': 100},1572095315.0,"{'country': 'NO', 'sunrise': 1572071041, 'sunset': 1572096959}",7200.0,779554.0,Honningsvag,200,,,{'3h': 0.25}
"{'lon': -149.89, 'lat': 61.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 275.37, 'pressure': 1035, 'humidity': 80, 'temp_min': 273.71, 'temp_max': 277.15}",16093.0,"{'speed': 2.6, 'deg': 50}",{'all': 90},1572095232.0,"{'type': 1, 'id': 7671, 'country': 'US', 'sunrise': 1572109848, 'sunset': 1572142559}",-28800.0,5879400.0,Anchorage,200,,{},
"{'lon': 92.75, 'lat': 11.67}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 302.32, 'pressure': 1009, 'humidity': 71, 'temp_min': 302.32, 'temp_max': 302.32, 'sea_level': 1009, 'grnd_level': 1009}",,"{'speed': 3.25, 'deg': 59}",{'all': 15},1572095315.0,"{'country': 'IN', 'sunrise': 1572046783, 'sunset': 1572089165}",19800.0,1259385.0,Port Blair,200,,,
"{'lon': -99.88, 'lat': 16.86}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 298.15, 'pressure': 1010, 'humidity': 94, 'temp_min': 298.15, 'temp_max': 298.15}",12874.0,"{'speed': 1, 'deg': 260}",{'all': 75},1572095176.0,"{'type': 1, 'id': 7103, 'country': 'MX', 'sunrise': 1572093308, 'sunset': 1572135096}",-18000.0,3533462.0,Acapulco,200,,,
"{'lon': 150.17, 'lat': 59.7}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 277.36, 'pressure': 1017, 'humidity': 96, 'temp_min': 277.36, 'temp_max': 277.36, 'sea_level': 1017, 'grnd_level': 1017}",,"{'speed': 10.77, 'deg': 150}",{'all': 100},1572095315.0,"{'country': 'RU', 'sunrise': 1572123923, 'sunset': 1572157254}",39600.0,2127060.0,Arman,200,,{'3h': 5},
"{'lon': -110.03, 'lat': 34.25}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 270.97, 'pressure': 1020, 'humidity': 37, 'temp_min': 268.15, 'temp_max': 273.15}",16093.0,"{'speed': 3.6, 'deg': 190}",{'all': 1},1572095315.0,"{'type': 1, 'id': 5889, 'country': 'US', 'sunrise': 1572096863, 'sunset': 1572136413}",-25200.0,5314245.0,Show Low,200,,,
"{'lon': 80.43, 'lat': 47.96}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 279.27, 'pressure': 1025, 'humidity': 85, 'temp_min': 279.27, 'temp_max': 279.27, 'sea_level': 1025, 'grnd_level': 942}",,"{'speed': 1.4, 'deg': 225}",{'all': 100},1572095315.0,"{'country': 'KZ', 'sunrise': 1572052366, 'sunset': 1572089495}",21600.0,1525988.0,Ayagoz,200,,{'3h': 0.19},
"{'lon': 77.04, 'lat': 28.58}","[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]",stations,"{'temp': 301.16, 'pressure': 1012, 'humidity': 42, 'temp_min': 300.15, 'temp_max': 302.04}",2000.0,"{'speed': 0.55, 'deg': 114}",{'all': 40},1572095316.0,"{'type': 1, 'id': 9165, 'country': 'IN', 'sunrise': 1572051543, 'sunset': 1572091945}",19800.0,1273294.0,Dwarka,200,,,
"{'lon': -37.64, 'lat': 65.61}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 270.15, 'pressure': 1016, 'humidity': 73, 'temp_min': 270.15, 'temp_max': 270.15}",10000.0,"{'speed': 1, 'deg': 240}",{'all': 5},1572095316.0,"{'type': 1, 'id': 81, 'country': 'GL', 'sunrise': 1572084054, 'sunset': 1572114477}",-7200.0,3424607.0,Tasiilaq,200,,,
"{'lon': 30.79, 'lat': 59.7}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",stations,"{'temp': 280.57, 'pressure': 1002, 'humidity': 93, 'temp_min': 279.82, 'temp_max': 281.15}",10000.0,"{'speed': 3, 'deg': 180}",{'all': 90},1572095316.0,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1572066074, 'sunset': 1572099613}",10800.0,546105.0,Nikolskoye,200,,,
