coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain,snow
"{'lon': 109.94, 'lat': 34.79}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 286.69, 'pressure': 1022, 'humidity': 42, 'temp_min': 286.69, 'temp_max': 286.69, 'sea_level': 1022, 'grnd_level': 965}",,"{'speed': 2.3, 'deg': 254}",{'all': 100},1572095374.0,"{'country': 'CN', 'sunrise': 1572044078, 'sunset': 1572083620}",28800.0,1814092.0,Dali,200,,,
"{'lon': -120.85, 'lat': 35.37}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.11, 'pressure': 1014, 'humidity': 52, 'temp_min': 280.15, 'temp_max': 290.93}",16093.0,"{'speed': 2.9, 'deg': 35}",{'all': 1},1572095374.0,"{'type': 1, 'id': 5402, 'country': 'US', 'sunrise': 1572099547, 'sunset': 1572138923}",-25200.0,5374920.0,Morro Bay,200,,,
"{'lon': -64.62, 'lat': 18.42}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",stations,"{'temp': 301.45, 'pressure': 1015, 'humidity': 70, 'temp_min': 300.93, 'temp_max': 302.15}",16093.0,"{'speed': 3.6, 'deg': 70}",{'all': 40},1572095374.0,"{'type': 1, 'id': 8799, 'country': 'VG', 'sunrise': 1572084933, 'sunset': 1572126548}",-14400.0,3577430.0,Road Town,200,,,
"{'lon': 45.34, 'lat': 2.04}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.15, 'pressure': 1007, 'humidity': 66, 'temp_min': 303.15, 'temp_max': 303.15}",10000.0,"{'speed': 5.7, 'deg': 170}",{'all': 75},1572095374.0,"{'type': 1, 'id': 2497, 'country': 'SO', 'sunrise': 1572057654, 'sunset': 1572101049}",10800.0,53654.0,Mogadishu,200,,,
"{'lon': 14.91, 'lat': 68.56}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 276.96, 'pressure': 997, 'humidity': 69, 'temp_min': 276.15, 'temp_max': 278.15}",10000.0,"{'speed': 4.6, 'deg': 40}",{'all': 40},1572095374.0,"{'type': 1, 'id': 1669, 'country': 'NO', 'sunrise': 1572072508, 'sunset': 1572100801}",7200.0,3136690.0,Stokmarknes,200,,,
"{'lon': 121.89, 'lat': -33.86}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 287.15, 'pressure': 1022, 'humidity': 87, 'temp_min': 287.15, 'temp_max': 287.15}",10000.0,"{'speed': 4.1, 'deg': 90}",{'all': 12},1572095375.0,"{'type': 1, 'id': 9525, 'country': 'AU', 'sunrise': 1572037126, 'sunset': 1572084836}",28800.0,2071860.0,Esperance,200,,,
"{'lon': 113.28, 'lat': 46.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 274.28, 'pressure': 1013, 'humidity': 42, 'temp_min': 274.28, 'temp_max': 274.28, 'sea_level': 1013, 'grnd_level': 898}",,"{'speed': 2.88, 'deg': 274}",{'all': 0},1572095375.0,"{'country': 'MN', 'sunrise': 1572044333, 'sunset': 1572081762}",28800.0,2032614.0,Baruun-Urt,200,,,
"{'lon': 78.84, 'lat': 20.55}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 297.15, 'pressure': 1012, 'humidity': 94, 'temp_min': 297.15, 'temp_max': 297.15}",2000.0,"{'speed': 1, 'deg': 60}",{'all': 75},1572095375.0,"{'type': 1, 'id': 9069, 'country': 'IN', 'sunrise': 1572050616, 'sunset': 1572092009}",19800.0,1270077.0,Hinganghat,200,,,
"{'lon': 2.93, 'lat': 11.13}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 305.04, 'pressure': 1010, 'humidity': 52, 'temp_min': 305.04, 'temp_max': 305.04, 'sea_level': 1010, 'grnd_level': 977}",,"{'speed': 2.8, 'deg': 173}",{'all': 100},1572095375.0,"{'country': 'BJ', 'sunrise': 1572068313, 'sunset': 1572110745}",3600.0,2393693.0,Kandi,200,,,
"{'lon': -9.15, 'lat': 54.11}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 280.4, 'pressure': 1009, 'humidity': 64, 'temp_min': 280.15, 'temp_max': 280.93}",10000.0,"{'speed': 7.2, 'deg': 280}",{'all': 40},1572095375.0,"{'type': 1, 'id': 1566, 'country': 'IE', 'sunrise': 1572074692, 'sunset': 1572110165}",3600.0,2966778.0,Ballina,200,,{},
"{'lon': -77.27, 'lat': 45.89}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 272.37, 'pressure': 1025, 'humidity': 96, 'temp_min': 270.37, 'temp_max': 273.71}",201.0,"{'speed': 1.5, 'deg': 330}",{'all': 90},1572095375.0,"{'type': 1, 'id': 961, 'country': 'CA', 'sunrise': 1572090026, 'sunset': 1572127526}",-14400.0,6101607.0,Petawawa,200,,,{}
"{'lon': -3.98, 'lat': 22.68}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 305.02, 'pressure': 1016, 'humidity': 8, 'temp_min': 305.02, 'temp_max': 305.02, 'sea_level': 1016, 'grnd_level': 995}",,"{'speed': 7.57, 'deg': 44}",{'all': 57},1572095375.0,"{'country': 'ML', 'sunrise': 1572070625, 'sunset': 1572111750}",0.0,2450173.0,Taoudenni,200,,,
"{'lon': 59.53, 'lat': 22.57}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 304.22, 'pressure': 1009, 'humidity': 30, 'temp_min': 304.22, 'temp_max': 304.22, 'sea_level': 1009, 'grnd_level': 992}",,"{'speed': 4.18, 'deg': 38}",{'all': 64},1572095375.0,"{'country': 'OM', 'sunrise': 1572055371, 'sunset': 1572096522}",14400.0,286245.0,Sur,200,,,
"{'lon': 30.39, 'lat': 59.62}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",stations,"{'temp': 280.56, 'pressure': 1002, 'humidity': 93, 'temp_min': 279.82, 'temp_max': 281.15}",10000.0,"{'speed': 3, 'deg': 180}",{'all': 90},1572095376.0,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1572066154, 'sunset': 1572099725}",10800.0,545788.0,Kommunar,200,,,
"{'lon': -119.27, 'lat': 50.27}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 276.79, 'pressure': 1023, 'humidity': 86, 'temp_min': 275.93, 'temp_max': 278.15}",14484.0,"{'speed': 2.39, 'deg': 303}",{'all': 90},1572095376.0,"{'type': 1, 'id': 852, 'country': 'CA', 'sunrise': 1572100624, 'sunset': 1572137087}",-25200.0,6173864.0,Vernon,200,,,
"{'lon': -158.15, 'lat': 21.39}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 296.95, 'pressure': 1013, 'humidity': 83, 'temp_min': 294.15, 'temp_max': 299.15}",16093.0,"{'speed': 2.1, 'deg': 90}",{'all': 40},1572095376.0,"{'type': 1, 'id': 7877, 'country': 'US', 'sunrise': 1572107561, 'sunset': 1572148811}",-36000.0,5851349.0,Nanakuli,200,,,
"{'lon': 46.47, 'lat': 14.4}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",model,"{'temp': 303.19, 'pressure': 1009, 'humidity': 11, 'temp_min': 303.19, 'temp_max': 303.19, 'sea_level': 1009, 'grnd_level': 883}",,"{'speed': 5.36, 'deg': 141}",{'all': 75},1572095376.0,"{'country': 'YE', 'sunrise': 1572058040, 'sunset': 1572100121}",10800.0,72181.0,Marzuq,200,,,
"{'lon': 82.54, 'lat': 26.42}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 297.11, 'pressure': 1009, 'humidity': 68, 'temp_min': 297.11, 'temp_max': 297.11, 'sea_level': 1009, 'grnd_level': 1000}",,"{'speed': 1.88, 'deg': 156}",{'all': 66},1572095376.0,"{'country': 'IN', 'sunrise': 1572050083, 'sunset': 1572090765}",19800.0,1279134.0,Akbarpur,200,,,
"{'lon': 106.27, 'lat': 45.76}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 274.89, 'pressure': 1015, 'humidity': 32, 'temp_min': 274.89, 'temp_max': 274.89, 'sea_level': 1015, 'grnd_level': 854}",,"{'speed': 3.38, 'deg': 244}",{'all': 13},1572095376.0,"{'country': 'MN', 'sunrise': 1572045920, 'sunset': 1572083539}",28800.0,2030065.0,Mandalgovi,200,,,
"{'lon': 39.05, 'lat': 12.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 297.65, 'pressure': 1010, 'humidity': 29, 'temp_min': 297.65, 'temp_max': 297.65, 'sea_level': 1010, 'grnd_level': 777}",,"{'speed': 3.22, 'deg': 288}",{'all': 0},1572095376.0,"{'country': 'ET', 'sunrise': 1572059692, 'sunset': 1572102030}",10800.0,332288.0,Lalibela,200,,,
"{'lon': -62.93, 'lat': -0.97}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 299.84, 'pressure': 1012, 'humidity': 81, 'temp_min': 299.84, 'temp_max': 299.84, 'sea_level': 1012, 'grnd_level': 1007}",,"{'speed': 0.31, 'deg': 258}",{'all': 31},1572095376.0,"{'country': 'BR', 'sunrise': 1572083480, 'sunset': 1572127190}",-14400.0,3665098.0,Barcelos,200,,,
"{'lon': 110.46, 'lat': 51.36}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 268.14, 'pressure': 1013, 'humidity': 77, 'temp_min': 268.14, 'temp_max': 268.14, 'sea_level': 1013, 'grnd_level': 893}",,"{'speed': 3.19, 'deg': 275}",{'all': 69},1572095377.0,"{'country': 'RU', 'sunrise': 1572045563, 'sunset': 1572081885}",32400.0,2022463.0,Khilok,200,,,
"{'lon': 76.32, 'lat': 16.48}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 299.99, 'pressure': 1009, 'humidity': 68, 'temp_min': 299.99, 'temp_max': 299.99, 'sea_level': 1009, 'grnd_level': 954}",,"{'speed': 2.47, 'deg': 188}",{'all': 30},1572095377.0,"{'country': 'IN', 'sunrise': 1572050989, 'sunset': 1572092845}",19800.0,1255122.0,Talikota,200,,,
"{'lon': 50.28, 'lat': -14.9}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 299.76, 'pressure': 1013, 'humidity': 73, 'temp_min': 299.76, 'temp_max': 299.76, 'sea_level': 1013, 'grnd_level': 1013}",,"{'speed': 3.72, 'deg': 106}",{'all': 0},1572095377.0,"{'country': 'MG', 'sunrise': 1572055557, 'sunset': 1572100775}",10800.0,1071296.0,Antalaha,200,,,
"{'lon': 150.18, 'lat': -35.71}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 284.42, 'pressure': 1010, 'humidity': 55, 'temp_min': 282.59, 'temp_max': 286.48}",,"{'speed': 2.57, 'deg': 263}",{'all': 8},1572095377.0,"{'type': 3, 'id': 2010627, 'country': 'AU', 'sunrise': 1572116523, 'sunset': 1572164649}",39600.0,2176639.0,Batemans Bay,200,,,
"{'lon': 152.44, 'lat': -3.66}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 301.35, 'pressure': 1010, 'humidity': 74, 'temp_min': 301.35, 'temp_max': 301.35, 'sea_level': 1010, 'grnd_level': 1009}",,"{'speed': 3.27, 'deg': 205}",{'all': 100},1572095377.0,"{'country': 'PG', 'sunrise': 1572031655, 'sunset': 1572075644}",36000.0,2090021.0,Namatanai,200,,{'3h': 2.81},
"{'lon': 146.19, 'lat': 68.54}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 251.81, 'pressure': 1017, 'humidity': 90, 'temp_min': 251.81, 'temp_max': 251.81, 'sea_level': 1017, 'grnd_level': 1012}",,"{'speed': 0.48, 'deg': 128}",{'all': 75},1572095377.0,"{'country': 'RU', 'sunrise': 1572127551, 'sunset': 1572155536}",39600.0,2126785.0,Belaya Gora,200,,,
"{'lon': 125.45, 'lat': 11.75}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 300.52, 'pressure': 1009, 'humidity': 85, 'temp_min': 300.52, 'temp_max': 300.52, 'sea_level': 1009, 'grnd_level': 1004}",,"{'speed': 4.26, 'deg': 28}",{'all': 100},1572095377.0,"{'country': 'PH', 'sunrise': 1572038938, 'sunset': 1572081315}",28800.0,1689191.0,San Julian,200,,{'3h': 1.19},
"{'lon': 159.96, 'lat': -9.43}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 298.15, 'pressure': 1010, 'humidity': 88, 'temp_min': 298.15, 'temp_max': 298.15}",10000.0,"{'speed': 1, 'deg': 90}",{'all': 40},1572095377.0,"{'type': 1, 'id': 2, 'country': 'SB', 'sunrise': 1572115924, 'sunset': 1572160554}",39600.0,2108502.0,Honiara,200,,,
"{'lon': -81.34, 'lat': 35.73}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 287.92, 'pressure': 1022, 'humidity': 93, 'temp_min': 285.93, 'temp_max': 289.82}",16093.0,"{'speed': 1.46, 'deg': 24}",{'all': 90},1572095378.0,"{'type': 1, 'id': 4971, 'country': 'US', 'sunrise': 1572090086, 'sunset': 1572129420}",-14400.0,4470778.0,Hickory,200,,,
"{'lon': 57.61, 'lat': -19.98}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 299.81, 'pressure': 1014, 'humidity': 69, 'temp_min': 299.26, 'temp_max': 300.15}",10000.0,"{'speed': 4.6, 'deg': 190}",{'all': 40},1572095378.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1572053499, 'sunset': 1572099315}",14400.0,934649.0,Cap Malheureux,200,,,
"{'lon': -41.12, 'lat': -18.86}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",model,"{'temp': 298.13, 'pressure': 1017, 'humidity': 73, 'temp_min': 298.13, 'temp_max': 298.13, 'sea_level': 1017, 'grnd_level': 961}",,"{'speed': 2.8, 'deg': 48}",{'all': 96},1572095378.0,"{'country': 'BR', 'sunrise': 1572077252, 'sunset': 1572122949}",-10800.0,3457928.0,Mantenopolis,200,,,
"{'lon': 70.83, 'lat': 66.83}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 262.09, 'pressure': 996, 'humidity': 88, 'temp_min': 262.09, 'temp_max': 262.09, 'sea_level': 996, 'grnd_level': 994}",,"{'speed': 3.05, 'deg': 202}",{'all': 2},1572095378.0,"{'country': 'RU', 'sunrise': 1572058373, 'sunset': 1572088096}",18000.0,1486321.0,Yar-Sale,200,,,
"{'lon': 131.09, 'lat': 47.69}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': 274.34, 'pressure': 1014, 'humidity': 63, 'temp_min': 274.34, 'temp_max': 274.34, 'sea_level': 1014, 'grnd_level': 1005}",,"{'speed': 2.43, 'deg': 282}",{'all': 0},1572095378.0,"{'country': 'CN', 'sunrise': 1572040165, 'sunset': 1572077382}",36000.0,2027740.0,Amurzet,200,,,
"{'lon': 152.91, 'lat': -31.43}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 293.56, 'pressure': 1011, 'humidity': 60, 'temp_min': 292.04, 'temp_max': 294.26}",10000.0,"{'speed': 4.6, 'deg': 160}",{'all': 90},1572095378.0,"{'type': 1, 'id': 9610, 'country': 'AU', 'sunrise': 1572116215, 'sunset': 1572163647}",39600.0,2152659.0,Port Macquarie,200,,,
"{'lon': 27.85, 'lat': 71.03}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 270.23, 'pressure': 1004, 'humidity': 77, 'temp_min': 270.23, 'temp_max': 270.23, 'sea_level': 1004, 'grnd_level': 986}",,"{'speed': 4.42, 'deg': 44}",{'all': 100},1572095379.0,"{'country': 'NO', 'sunrise': 1572070617, 'sunset': 1572096481}",7200.0,778707.0,Mehamn,200,,,{'3h': 0.31}
"{'lon': -101.24, 'lat': 53.82}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 275.15, 'pressure': 997, 'humidity': 93, 'temp_min': 275.15, 'temp_max': 275.15}",8047.0,"{'speed': 8.2, 'deg': 340, 'gust': 15.4}",{'all': 90},1572095379.0,"{'type': 1, 'id': 891, 'country': 'CA', 'sunrise': 1572096780, 'sunset': 1572132277}",-18000.0,6164499.0,The Pas,200,,,
"{'lon': -60.28, 'lat': -38.38}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",model,"{'temp': 288.42, 'pressure': 1009, 'humidity': 89, 'temp_min': 288.42, 'temp_max': 288.42, 'sea_level': 1009, 'grnd_level': 998}",,"{'speed': 4.04, 'deg': 63}",{'all': 100},1572095342.0,"{'country': 'AR', 'sunrise': 1572080428, 'sunset': 1572128970}",-10800.0,3833859.0,Tres Arroyos,200,,{'3h': 4.87},
"{'lon': 35.15, 'lat': 42.03}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 291.42, 'pressure': 1020, 'humidity': 72, 'temp_min': 291.42, 'temp_max': 291.42, 'sea_level': 1020, 'grnd_level': 1015}",,"{'speed': 4.3, 'deg': 314}",{'all': 25},1572095379.0,"{'country': 'TR', 'sunrise': 1572062640, 'sunset': 1572100955}",10800.0,739600.0,Sinop,200,,{'3h': 0.19},
"{'lon': -8.4, 'lat': 51.89}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 282.47, 'pressure': 1011, 'humidity': 61, 'temp_min': 282.15, 'temp_max': 282.59}",10000.0,"{'speed': 6.2, 'deg': 340}",{'all': 75},1572095379.0,"{'type': 1, 'id': 1563, 'country': 'IE', 'sunrise': 1572074195, 'sunset': 1572110302}",3600.0,2965139.0,Mahon,200,,{},
"{'lon': 10.7, 'lat': 63.83}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 278.68, 'pressure': 1000, 'humidity': 64, 'temp_min': 275.93, 'temp_max': 281.48}",10000.0,{'speed': 1},{'all': 38},1572095379.0,"{'type': 1, 'id': 1676, 'country': 'NO', 'sunrise': 1572071892, 'sunset': 1572103437}",7200.0,7626384.0,Hovd,200,,,
"{'lon': -8.7, 'lat': 10.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 305, 'pressure': 1012, 'humidity': 51, 'temp_min': 305, 'temp_max': 305, 'sea_level': 1012, 'grnd_level': 965}",,"{'speed': 2.61, 'deg': 301}",{'all': 0},1572095380.0,"{'country': 'GN', 'sunrise': 1572071077, 'sunset': 1572113563}",0.0,2417795.0,Mandiana,200,,,
"{'lon': 45.76, 'lat': 64.9}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",model,"{'temp': 277.54, 'pressure': 983, 'humidity': 85, 'temp_min': 277.54, 'temp_max': 277.54, 'sea_level': 983, 'grnd_level': 975}",,"{'speed': 5.74, 'deg': 247}",{'all': 100},1572095380.0,"{'country': 'RU', 'sunrise': 1572063769, 'sunset': 1572094733}",10800.0,535839.0,Leshukonskoye,200,,{'3h': 0.13},
"{'lon': -56.08, 'lat': -9.87}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 298.15, 'pressure': 1015, 'humidity': 83, 'temp_min': 298.15, 'temp_max': 298.15}",10000.0,"{'speed': 3.1, 'deg': 130}",{'all': 75},1572095380.0,"{'type': 1, 'id': 8308, 'country': 'BR', 'sunrise': 1572081358, 'sunset': 1572126024}",-14400.0,6316343.0,Alta Floresta,200,,,
"{'lon': -8.69, 'lat': 43.21}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 292.96, 'pressure': 1015, 'humidity': 52, 'temp_min': 290.93, 'temp_max': 294.26}",10000.0,"{'speed': 10.3, 'deg': 200}",{'all': 39},1572095380.0,"{'type': 1, 'id': 6403, 'country': 'ES', 'sunrise': 1572073281, 'sunset': 1572111355}",7200.0,3126369.0,Carballo,200,,{},
"{'lon': -86.52, 'lat': 35.98}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 292, 'pressure': 1009, 'humidity': 93, 'temp_min': 290.93, 'temp_max': 293.15}",16093.0,"{'speed': 4.6, 'deg': 140, 'gust': 8.7}",{'all': 90},1572095380.0,"{'type': 1, 'id': 4964, 'country': 'US', 'sunrise': 1572091350, 'sunset': 1572130642}",-18000.0,4658590.0,Smyrna,200,,{},
,,,,,,,,,,,,404,city not found,,
"{'lon': -13.05, 'lat': 20.52}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 311.15, 'pressure': 1018, 'humidity': 21, 'temp_min': 311.15, 'temp_max': 311.15}",7000.0,"{'speed': 7.7, 'deg': 60}",{'all': 6},1572095380.0,"{'type': 1, 'id': 2434, 'country': 'MR', 'sunrise': 1572072674, 'sunset': 1572114054}",0.0,2381334.0,Atar,200,,,
"{'lon': -73.38, 'lat': 46.3}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 276.11, 'pressure': 1023, 'humidity': 93, 'temp_min': 275.93, 'temp_max': 276.48}",14484.0,"{'speed': 1.5, 'deg': 290}",{'all': 20},1572095381.0,"{'type': 1, 'id': 919, 'country': 'CA', 'sunrise': 1572089135, 'sunset': 1572126550}",-14400.0,6138260.0,Saint-Gabriel,200,,,
"{'lon': 123.6, 'lat': -10.16}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 299.15, 'pressure': 1010, 'humidity': 78, 'temp_min': 299.15, 'temp_max': 299.15}",8000.0,"{'speed': 3.6, 'deg': 110}",{'all': 20},1572095381.0,"{'type': 1, 'id': 9364, 'country': 'ID', 'sunrise': 1572038229, 'sunset': 1572082912}",28800.0,2057087.0,Kupang,200,,,
"{'lon': 120.72, 'lat': 31.19}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 290.33, 'pressure': 1022, 'humidity': 55, 'temp_min': 289.26, 'temp_max': 291.48}",10000.0,"{'speed': 4, 'deg': 360}",{'all': 100},1572095381.0,"{'type': 1, 'id': 9659, 'country': 'CN', 'sunrise': 1572041231, 'sunset': 1572081293}",28800.0,1898494.0,Songling,200,,,
"{'lon': -66.85, 'lat': 10.61}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 298.13, 'pressure': 1012, 'humidity': 78, 'temp_min': 297.04, 'temp_max': 300.15}",10000.0,"{'speed': 1.5, 'deg': 90}",{'all': 20},1572095381.0,"{'type': 1, 'id': 8759, 'country': 'VE', 'sunrise': 1572085035, 'sunset': 1572127516}",-14400.0,3646767.0,Caraballeda,200,,,
"{'lon': -110.26, 'lat': 52.35}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",model,"{'temp': 270.54, 'pressure': 1020, 'humidity': 88, 'temp_min': 270.54, 'temp_max': 270.54, 'sea_level': 1020, 'grnd_level': 937}",,"{'speed': 7.27, 'deg': 335}",{'all': 64},1572095132.0,"{'country': 'CA', 'sunrise': 1572098735, 'sunset': 1572134651}",-21600.0,6113828.0,Provost,200,,,{'3h': 0.13}
"{'lon': -114.07, 'lat': 40.74}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 274.15, 'pressure': 1015, 'humidity': 64, 'temp_min': 274.15, 'temp_max': 274.15}",16093.0,"{'speed': 0.24, 'deg': 176}",{'all': 1},1572095381.0,"{'type': 1, 'id': 3994, 'country': 'US', 'sunrise': 1572098365, 'sunset': 1572136850}",-21600.0,5710035.0,West Wendover,200,,,
"{'lon': -173.23, 'lat': 64.42}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",model,"{'temp': 269.06, 'pressure': 1018, 'humidity': 95, 'temp_min': 269.06, 'temp_max': 269.06, 'sea_level': 1018, 'grnd_level': 987}",,"{'speed': 15.49, 'deg': 40}",{'all': 100},1572095381.0,"{'country': 'RU', 'sunrise': 1572202894, 'sunset': 1572233506}",43200.0,4031574.0,Provideniya,200,,,{'3h': 1.69}
"{'lon': -20.27, 'lat': 63.44}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 275.15, 'pressure': 1012, 'humidity': 62, 'temp_min': 275.15, 'temp_max': 275.15}",10000.0,"{'speed': 5.1, 'deg': 20}",{'all': 0},1572095382.0,"{'type': 1, 'id': 93, 'country': 'IS', 'sunrise': 1572079234, 'sunset': 1572110960}",0.0,3412093.0,Vestmannaeyjar,200,,,
"{'lon': 104.89, 'lat': 12.71}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 301.18, 'pressure': 1009, 'humidity': 72, 'temp_min': 301.18, 'temp_max': 301.18, 'sea_level': 1009, 'grnd_level': 1007}",,"{'speed': 3.46, 'deg': 88}",{'all': 56},1572095225.0,"{'country': 'KH', 'sunrise': 1572043925, 'sunset': 1572086197}",25200.0,1831125.0,Kampong Thum,200,,,
"{'lon': -79.96, 'lat': -3.26}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 305.15, 'pressure': 1012, 'humidity': 33, 'temp_min': 305.15, 'temp_max': 305.15}",4000.0,"{'speed': 1.5, 'deg': 340}",{'all': 90},1572095382.0,"{'type': 1, 'id': 8673, 'country': 'EC', 'sunrise': 1572087445, 'sunset': 1572131399}",-18000.0,3654533.0,Machala,200,,,
"{'lon': -0.41, 'lat': 54.28}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 278.35, 'pressure': 1002, 'humidity': 100, 'temp_min': 277.59, 'temp_max': 279.26}",5000.0,"{'speed': 3.6, 'deg': 330}",{'all': 100},1572095382.0,"{'type': 1, 'id': 1515, 'country': 'GB', 'sunrise': 1572072617, 'sunset': 1572108045}",3600.0,2638419.0,Scarborough,200,,{'1h': 0.51},
